Protein	A_Hi_GH	B_Hi_GH	C_Hi_GH	A_Lo_GH	B_Lo_GH	C_Lo_GH
NODE_1697405_length_351_cov_0.864865_1	20.737811168825	22.6243172922502	22.3690822944278	33.899875363755	32.423922514484	32.1982380033961
NODE_1701006_length_221_cov_1.156627_1	28.2414996017196	27.8549554848289	26.6695256755378	22.7840943775309	22.9269722443416	22.0191376376967
NODE_170675_length_490_cov_1.839080_1	26.9429076572378	26.4183472894944	24.0689901194361	25.7880812484158	24.4073020002906	21.3188568562627
NODE_1706799_length_303_cov_1.157258_1	30.0910615273687	28.9410613117006	26.915816116319	28.3716902480511	27.1727413902279	27.4132065715346
NODE_1751628_length_343_cov_1.406250_1	26.5687440636931	26.6066011347381	31.4125331654552	21.4771755686628	25.3549114260257	28.2647239196348
NODE_1791979_length_354_cov_2.157191_1	29.4962134837606	29.1087638367674	27.4723553108518	24.3580986609875	20.4459811902789	23.4158830396994
NODE_1798376_length_292_cov_1.113924_1	26.4602023952914	26.9909671132976	24.9849406102463	23.123010128615	22.0747675765369	23.2022699858815
NODE_1802108_length_353_cov_1.221477_1	26.253821234083	25.1238021950919	26.3293202009908	21.9318916868137	23.2681417174472	22.8556837872584
NODE_180867_length_260_cov_0.936585_1	20.5288987806344	26.4899280528568	27.2999877244056	26.7732901504526	25.9275052728288	25.8968218444995
NODE_1838901_length_288_cov_1.236052_1	23.1898541306043	23.6661143283183	23.602357196147	24.9339110460184	26.2074695722637	24.5569559660399
NODE_185540_length_760_cov_2.272340_1	25.5632840336695	26.6228235479743	23.6491079127153	22.6247703555843	21.8835874840256	22.0641729799119
NODE_187_length_41794_cov_24.545653_18	28.4323165725204	28.5597216531773	28.9324366751222	26.5706670284808	27.0230701390298	29.0313792304083
NODE_1876737_length_210_cov_0.612903_1	26.7606570133291	26.0097300537634	27.1061946992666	22.4071797345841	23.1628076160565	22.0365900093728
NODE_187728_length_938_cov_2.772367_1	21.5896709437436	23.2258478374229	21.0443382764457	25.3294057503027	24.0824531406292	25.1017339999048
NODE_1880605_length_209_cov_1.805195_1	30.4077071947999	29.6548199383809	29.9453099613829	30.3424438688303	23.3674930142564	21.7993949838028
NODE_1884746_length_282_cov_1.691630_1	21.6541241167445	29.0466382371961	22.9031683289305	29.9532426121825	30.114955830573	27.0971790780869
NODE_188745_length_260_cov_0.936585_1	23.3214326642364	22.5398221205398	22.2861110712954	27.7251393667997	25.3416043308829	27.5176014231188
NODE_1898847_length_281_cov_2.123894_1	22.8624761821545	24.928364033354	23.3136824292581	24.4341913275482	23.5493786730082	22.2924410343392
NODE_19_length_93630_cov_16.507133_74	25.3846148394797	25.383864670954	24.5883554355627	30.2336396700329	29.2707933802329	29.4992090800893
NODE_1910104_length_280_cov_0.853333_1	29.5092806212016	29.4944978276648	28.5064647943557	22.5414765574845	21.7943205886399	29.2366498959256
NODE_1946481_length_277_cov_1.292793_1	23.6117682071987	23.4056941730795	23.8842996290162	27.1743615929214	26.0073578849582	25.0934965498824
NODE_1948_length_16673_cov_4.612408_11	27.0453107353734	26.9532703693959	31.1104512396347	26.9700486492608	28.4472684076082	29.362125660321
NODE_195_length_39948_cov_67.697691_11	27.1300627229633	27.5573504583896	27.4783858776815	21.558690537543	25.5508348378134	23.185043575866
NODE_1959136_length_315_cov_1.846154_1	30.3562597608371	29.8152352021791	27.4493954053509	28.6905246069269	22.1924635688437	22.0700125487119
NODE_196417_length_352_cov_1.292929_1	22.2121152241549	22.9664670352563	21.2802850826936	26.1853120725435	26.2369554758019	26.0586239950506
NODE_1975501_length_274_cov_1.095890_1	27.0018505498409	26.9227502507327	24.5204930361978	22.7925114509051	24.9818090430551	22.6945531523768
NODE_2_length_633876_cov_395.559562_267	27.5978280841836	26.2981355837763	30.0763606248365	26.436236627076	26.9738079673498	24.8902720711306
NODE_2007100_length_271_cov_1.763889_1	26.4233896054078	25.4451793239565	22.0759354066014	24.9835496417351	24.9466825061066	24.0902287446707
NODE_202_length_38951_cov_23.099753_19	27.2390426334139	26.8650172796683	25.9682037704405	23.105272956626	24.5258062324996	24.4991230106431
NODE_2021959_length_323_cov_0.694030_1	25.254470154848	27.8010791332696	26.4078692407442	23.5735105689141	22.5950300492815	23.8199986315785
NODE_2029857_length_306_cov_2.294821_1	25.5548209144519	26.277372969286	25.5232479862599	27.5308119647014	30.0640618726798	26.4007545124456
NODE_2051856_length_304_cov_1.140562_1	27.8790442086063	29.246219783495	29.3212214171093	27.278559008163	26.3483576539207	26.2551367971717
NODE_2054766_length_267_cov_1.811321_1	25.2978208330237	25.8681122884311	25.1491870546752	23.5440073239678	20.2799764190182	22.0258654254397
NODE_2092701_length_264_cov_2.296651_1	26.265332183717	27.4870013042223	27.1751234121026	22.2818603993391	20.9812243726996	23.2094652100546
NODE_21_length_231770_cov_67.560775_179	29.3172861028694	30.3359331512165	28.7827804034897	27.9994756511743	28.9611153199988	26.6161453553054
NODE_21_length_86002_cov_17.429323_33	25.6130974056862	24.8179108402876	24.2533309109742	29.0626538289031	27.6349254065306	29.3541143640174
NODE_211_length_36337_cov_21.506670_5	29.9141376840406	30.2795659713562	30.4872938311025	29.5966450212973	29.9123509439332	30.7521845620676
NODE_2179863_length_258_cov_0.945813_1	22.5367855708387	27.3940094928478	29.1972539322936	32.3212267941903	31.3614983106774	28.5240256065923
NODE_220_length_34293_cov_52.307728_11	28.9387836968101	29.9968581344415	26.904169328998	25.0492727802681	26.3725162668537	22.3683966638249
NODE_220923_length_248_cov_2.606218_1	29.0048264788955	29.414739422554	22.6621465855957	27.4746003895794	27.2889446247938	26.9297640724774
NODE_222718_length_336_cov_0.889680_1	28.1692087643596	27.446716451474	27.3095598962301	21.2978937043035	21.8669301585282	23.0180098311176
NODE_2230561_length_254_cov_0.964824_1	24.2004520508547	24.9466378910418	25.6202524961595	22.672854885524	21.6009535648221	21.6031443754859
NODE_22532_length_851_cov_2.295226_1	25.9973993434978	26.6519838542305	26.5321802800148	20.6547303179184	21.8238975638688	21.6803628918307
NODE_2256013_length_252_cov_1.512690_1	26.6274232268959	25.9581252086633	26.2807568964281	23.3740226114578	21.4777855636535	23.7706590246799
NODE_2258032_length_252_cov_0.974619_2	21.2630189884317	24.0346093902132	22.9649165826257	29.5518250575181	27.7894251888285	28.0115865984133
NODE_2272611_length_251_cov_1.224490_1	27.6839157616911	27.7225360457687	26.5914931277266	22.3126076588998	20.6336664565101	23.6918713120789
NODE_2278495_length_250_cov_2.461538_1	28.1916883437605	26.5032984631865	28.7007121658508	31.4046147084187	30.2555240289558	28.931314948295
NODE_2296796_length_249_cov_1.659794_1	21.6809285872261	22.9374515854321	21.9447655488825	28.2769294588638	28.245675934637	25.858255951392
NODE_2316025_length_248_cov_0.994819_1	25.6201685803233	26.4179611636001	25.1399687731824	22.7084349039376	23.6320481990516	22.7912809316567
NODE_2334708_length_285_cov_1.669565_1	22.2705864636087	23.7900569277144	21.9401755037528	22.1611257306486	30.959129051573	22.9476726054065
NODE_233680_length_239_cov_0.994565_1	21.5811720440877	23.1986698455126	22.8240711909289	27.0026930120575	26.2794113629623	27.39851375192
NODE_2349092_length_245_cov_2.652632_1	22.0262330519378	23.7876923863365	23.0005734432554	30.6210424643169	29.3290292953789	29.9165565879594
NODE_2382700_length_243_cov_2.042553_1	26.8120092172121	27.3826147923009	25.020939597401	22.2081777173693	23.1583616430664	20.5823778465829
NODE_2386257_length_243_cov_1.414894_1	25.8360044963032	26.6159665529617	25.9567745881929	24.0004404312012	22.6967102346957	22.7804958492479
NODE_2397391_length_242_cov_1.957219_1	28.2414996017196	27.8549554848289	26.6695256755378	23.5330608366533	23.1005097647615	22.7668128227292
NODE_24_length_224501_cov_34.530658_11	26.8026729428796	26.4926502640559	24.1089283052433	20.9321253393904	22.9488099591302	20.3713746217113
NODE_24_length_224501_cov_34.530658_114	31.3939806067556	31.8474086816035	29.3690959506629	25.1991709672365	29.8895118409751	24.476397603886
NODE_24_length_224501_cov_34.530658_29	29.9166626436432	30.0846930490312	28.5750279634007	24.1964643455203	28.3344527265203	22.8753551666572
NODE_24_length_224501_cov_34.530658_50	28.0056975413349	28.3806140139384	27.4746932141561	27.0558558467534	24.2799794097025	23.2835211974074
NODE_2403256_length_242_cov_1.074866_1	22.0625518234354	23.0755358449361	22.5391486233882	30.2534966642115	29.4556008927301	29.816212275864
NODE_241_length_28746_cov_36.825590_3	33.5194195543625	33.7158140534601	33.4326960680888	26.9078562342628	26.5542534697219	26.4101051572291
NODE_2411494_length_241_cov_2.064516_1	34.5192874954828	34.6429666793158	34.7098510793198	34.9657227135592	34.600508938547	23.3310414872299
NODE_242_length_28573_cov_16.369556_18	32.6395829994606	32.3336031929428	30.2844594812624	26.5600640590656	25.7658561379506	26.0319026885508
NODE_246086_length_234_cov_0.905028_1	22.0099903904548	20.8975643899027	23.3671625628618	30.4576765160686	28.4818151337166	29.0448679631811
NODE_2466522_length_260_cov_1.404878_1	24.1614257393214	23.4520910252764	22.2583677284839	26.3565746108091	25.6693094037477	27.1377038227288
NODE_254237_length_691_cov_1.176101_1	21.6093710962258	21.8190559967761	22.6494547939091	25.7438614141974	24.9113195668639	26.1231509590405
NODE_255212_length_245_cov_1.010526_1	25.8444339602095	24.4124153059968	24.3661967969609	23.306722354243	21.5070289207097	22.0716143898402
NODE_255356_length_241_cov_2.064516_1	28.2560191739802	28.7948566199892	25.8767080322493	22.9487504624722	20.9581477577682	22.272152352297
NODE_25910_length_1502_cov_1.716655_1	30.5378812392822	30.7414974350456	28.3085187402737	24.2789085375844	27.745862627607	22.6064840801034
NODE_26_length_78125_cov_16.771538_10	26.1070715952801	26.5156783570606	27.2880979630056	35.3659609474712	33.9162479262746	32.6781187195338
NODE_26_length_78125_cov_16.771538_13	24.4605367922035	24.0258960171464	24.8338522588435	30.185024311199	28.5639912990774	29.5781506792085
NODE_2614_length_9376_cov_3.956121_2	28.6176488328619	28.968895876494	28.3173447075936	23.2035681155631	23.4545423166613	22.4672018163152
NODE_261668_length_316_cov_1.103448_1	22.2960235898166	26.5490801137425	25.4427044873787	26.0553175247077	24.7673309880189	26.8612057281689
NODE_263721_length_239_cov_1.565217_1	24.9119595253856	25.2512587520679	24.778162173429	22.4789289998572	22.2661270413318	21.5743736131493
NODE_2652_length_3742_cov_4.503390_1	29.2922401057847	29.9906425839877	29.4799473925802	22.3369875795906	28.8225015910297	22.9805328862999
NODE_2657579_length_226_cov_0.923977_1	23.1106186105171	22.9371539608679	21.9050713884399	25.6681193290308	25.3309447710809	26.6957766994641
NODE_2670112_length_243_cov_1.143617_1	22.8926161400514	22.2391746440747	22.8586968965858	30.4843337152417	30.5721750379481	28.3252164363753
NODE_2671834_length_253_cov_0.969697_1	30.0065038753898	28.3041289557812	29.8420314201077	28.1482174363573	27.2359883446441	29.8408841595748
NODE_269018_length_679_cov_1.200321_1	29.8968622542657	29.7119442916495	27.8996017046023	21.8797284276278	28.8498951673263	22.4419624473218
NODE_270_length_24449_cov_38.677585_8	28.3988480497842	28.773321595076	27.9996481665899	22.0905060872462	24.6735208668128	22.1599455752596
NODE_2709186_length_240_cov_1.037838_1	22.8593370614485	24.0564579593884	22.4203766181162	28.5315929557847	28.176503184858	27.5043824639565
NODE_27113_length_756_cov_2.865906_1	25.5259976855336	21.6506205509658	25.4612333715764	22.2017889838254	23.0996685150356	21.3485303965173
NODE_2765994_length_245_cov_1.010526_1	21.9636913192782	24.5004976816351	21.1924138359879	29.5720846633409	28.3574474353768	26.1276837732634
NODE_276952_length_424_cov_1.560976_1	21.6941714981509	23.8611803332764	21.7959611873516	29.8581759035391	29.1930758785262	29.3148840592516
NODE_2792538_length_217_cov_1.185185_1	28.3480283380007	22.7934117546665	23.5660797483914	28.3846745497121	27.2083443672167	28.2690120745017
NODE_28_length_74638_cov_15.378183_53	25.1637366600397	24.5991216428201	24.9208540495726	28.805775355202	27.8769035410359	28.4298054726455
NODE_2818113_length_241_cov_0.967742_1	27.9837561984025	27.6185592494126	27.7771840665571	22.3591945704389	21.6944101817327	28.8765733850442
NODE_283400_length_826_cov_1.923476_2	23.1384249151364	23.2989720616528	22.5787220990786	31.4634860669158	29.4214365949235	30.7790957721338
NODE_2876286_length_211_cov_3.282051_1	29.8968622542657	29.7119442916495	27.8996017046023	23.0294848218365	28.8498951673263	22.0995734178192
NODE_2876360_length_211_cov_2.461538_1	25.5962789461677	26.6184892377638	25.8488570983752	23.6177126031516	23.0401467798538	21.6536377126139
NODE_2876648_length_211_cov_2.448718_1	26.4892390392023	28.8752555209213	25.953869794891	23.002663554614	22.9733544897346	22.4873517048042
NODE_2904353_length_234_cov_1.072626_1	22.5862953936005	23.9007604717341	23.2849247227037	26.7328565861031	22.9501315326712	25.6848254392442
NODE_29164_length_1376_cov_4.970477_1	24.1113184566198	25.3389213204642	23.5884081254736	22.0983337191175	21.6728110239896	21.6507221236026
NODE_2959812_length_220_cov_2.151515_1	30.2275670312356	25.3171496547809	21.0473985213892	30.5640185645809	30.5428700718795	30.5871887314334
NODE_2963891_length_207_cov_1.263158_1	20.712889466641	26.6955112297714	30.0763542530855	25.0473925467604	26.2847683367881	26.8812377274317
NODE_2999684_length_226_cov_1.631579_1	21.4510146060863	22.515537646653	25.5653194389745	26.7555726202573	26.4397278006582	27.859778978858
NODE_3_length_629679_cov_503.153587_180	28.5557060281443	27.2456306046435	27.2481668934329	19.5728749631862	27.0656868078895	21.4992717107891
NODE_3_length_629679_cov_503.153587_84	26.5634004199343	25.1154917168075	25.5973024164638	22.3523518472796	23.2596869532836	20.1201324977178
NODE_30_length_73332_cov_16.410333_40	22.604133195415	24.4409015766318	23.4550161497844	26.4402665927492	25.4227482508258	26.606324384986
NODE_30127_length_1035_cov_3.306122_2	24.9640441470662	23.6744371203486	24.219890214591	23.2407253735233	22.1690035216085	21.8677456260872
NODE_304690_length_652_cov_1.197655_1	28.7753483269114	28.5878057091385	29.392526096349	28.3882515323666	28.8607973839132	30.8103858539384
NODE_3064788_length_212_cov_1.783439_1	23.9645198162056	22.5353546270542	23.4550454770938	28.3739730266815	26.9895602920834	28.3355605254839
NODE_3085729_length_118_cov_25.968254_1	22.0856653515014	22.2401805043957	23.9584362067365	29.5066161193896	29.9722692560387	28.0842590333501
NODE_3089906_length_219_cov_1.170732_1	25.8085520141748	25.9041004044086	23.8601283964864	22.4873922015985	22.3253347445197	23.2134649019604
NODE_309934_length_220_cov_1.418182_1	24.0213632963882	26.8025805068687	25.438950952043	22.6380501968592	22.936466027817	21.7777611385387
NODE_31158_length_1444_cov_2.221022_1	28.080781438773	30.0284286448026	28.6496904114038	29.5806846027831	29.2346837437366	28.5442773328219
NODE_3132_length_10470_cov_5.679405_12	22.0097609898266	23.6715881216655	22.4019672545501	27.1585586877613	24.2143048896005	24.3517140741931
NODE_331268_length_839_cov_2.011480_1	26.9143340319078	25.7998108434195	25.5219610013344	22.5009665050809	21.9266007028953	22.3233383090868
NODE_33481_length_411_cov_1.227528_1	26.6794929855626	27.09385918287	25.8899936839732	27.3000750308319	26.3593590895917	25.6052663162356
NODE_337615_length_630_cov_1.290435_1	26.2769649447154	25.6577731021926	24.5656971268492	22.7946015965569	22.085527377353	23.6528019996184
NODE_33856_length_868_cov_1.458795_1	27.1854633162742	29.3673429922073	27.7895495644517	23.5648761120279	22.0247871474794	21.1734978586755
NODE_342_length_13143_cov_16.726925_2	26.1590168922914	26.8566063537211	26.8839486863728	33.9046000330932	32.6792294318925	33.086590942889
NODE_346141_length_227_cov_1.116279_1	26.7457344279321	27.012332810813	27.6871905902811	21.8608255410875	22.1474322847927	23.048781720755
NODE_349730_length_285_cov_1.130435_1	26.0637546634472	27.3086489258665	24.4809297022485	23.7085544363276	22.1980906612261	26.2914059622873
NODE_35_length_175635_cov_72.874963_115	27.074696642268	26.9323573275182	26.0221891516804	22.5482229980877	27.6008788555266	20.2279657130859
NODE_35_length_67532_cov_15.706908_44	24.8873244449765	25.9833067473919	24.8330295496125	31.2658019033828	30.6821968457214	30.5470970577787
NODE_350715_length_620_cov_1.373451_1	28.0321257901071	28.5033591280993	28.7674926435785	21.7233541096506	23.0473302465252	21.4084577727652
NODE_358_length_59054_cov_9.556823_13	23.6530979886814	21.912517682825	22.2455564416946	24.1941520624989	29.2869703243801	26.3849379864891
NODE_362_length_12530_cov_15.571062_6	26.2346377195941	26.2267248964399	27.4120832605151	31.2187198622404	30.3926693873801	30.7847597148453
NODE_366_length_32988_cov_63.537090_2	23.7804668786207	25.2781945817238	24.4471422648224	23.5086934191774	21.3400949091499	23.0564152655348
NODE_366327_length_389_cov_1.038922_2	22.3061968603384	22.5433556104794	21.6045313378719	30.7876438867474	29.8706187964309	28.4958324031305
NODE_3677_length_9021_cov_5.298349_9	27.5037003207108	27.3225113421267	25.9306214899092	21.5738949074968	21.7466805628523	21.6175745835575
NODE_37_length_172616_cov_483.367203_54	30.8614716076287	29.6054182229376	28.2897384253212	27.0598188285001	25.7802909102295	25.0514954689291
NODE_3717_length_6643_cov_4.671372_6	22.5831552866331	23.3527576596139	22.6527838265616	30.4825077012234	28.493696489395	29.8322089952597
NODE_37231_length_1132_cov_2.571959_1	22.3779598384902	26.5930616621484	27.9987339963413	27.8858812213942	27.2459932047185	24.6390381427311
