slr	t	score	n	p	p.fdr	pBH	FC
NODE_30127_length_1035_cov_3.306122_2	-0.110383756506744	-2.51552564433064	0.0335760334733844	1	0.0335760334733844	0.0432529688849275	0.0432529688849275	-1.86029666666667
NODE_304690_length_652_cov_1.197655_1	0.0200508022566532	0.447393981785663	0.665406768761817	1	0.665406768761817	0.693621896765852	0.693621896765852	0.434583333333332
NODE_3064788_length_212_cov_1.783439_1	0.249078965981158	5.73718071163049	0.00030626568293439	1	0.00030626568293439	0.00097148791898543	0.00097148791898543	4.58139
NODE_3085729_length_118_cov_25.968254_1	0.345730556466977	6.5789878238448	0.00011305154297518	1	0.00011305154297518	0.000485569105726992	0.000485569105726992	6.42628666666667
NODE_3089906_length_219_cov_1.170732_1	-0.144919749079501	-2.88452662197116	0.0184722339888166	1	0.0184722339888166	0.0253456233800041	0.0253456233800041	-2.51553333333333
NODE_309934_length_220_cov_1.418182_1	-0.171032322820519	-3.55064301960025	0.00644264658849438	1	0.00644264658849438	0.0105004460972698	0.0105004460972698	-2.97020333333333
NODE_31158_length_1444_cov_2.221022_1	-0.0669961688249091	-1.83861400379289	0.0999048739461389	2	0.0519713637441933	0.0649642046802417	0.0649642046802417	-1.185015
NODE_3132_length_10470_cov_5.679405_12	0.146057613763384	2.58040049040905	0.030218131527831	1	0.030218131527831	0.0394440212420803	0.0394440212420803	2.54708333333333
NODE_331268_length_839_cov_2.011480_1	-0.219633184096527	-4.97784060156875	0.000816314159476706	1	0.000816314159476706	0.0020236359415599	0.0020236359415599	-3.82839666666667
NODE_33481_length_411_cov_1.227528_1	-0.00719653109463921	-0.162251455658877	0.874774562548768	1	0.874774562548768	0.883761972437967	0.883761972437967	-0.132876666666668
NODE_337615_length_630_cov_1.290435_1	-0.152358047103375	-3.08464310544824	0.0134020708466615	1	0.0134020708466615	0.0190602200440945	0.0190602200440945	-2.65583333333333
NODE_33856_length_868_cov_1.458795_1	-0.324798676427455	-6.15041515902585	0.000185664803743929	1	0.000185664803743929	0.000667940452493402	0.000667940452493402	-5.85972666666666
NODE_342_length_13143_cov_16.726925_2	0.220905068945408	4.56211346683393	0.00144581042697247	11	4.19389476628651e-15	1.54649869506815e-13	1.54649869506815e-13	4.49937727272727
NODE_346141_length_227_cov_1.116279_1	-0.2696804445093	-6.21373759443126	0.000172293924306358	1	0.000172293924306358	0.000635333845879695	0.000635333845879695	-4.79607
NODE_349730_length_285_cov_1.130435_1	-0.10651980696879	-1.54835524688143	0.156729882956802	1	0.156729882956802	0.178514731553114	0.178514731553114	-1.88509333333333
NODE_35_length_175635_cov_72.874963_115	-0.189236175480048	-2.71004023517055	0.0244875848345756	1	0.0244875848345756	0.0326870476298634	0.0326870476298634	-3.21739333333333
NODE_35_length_67532_cov_15.706908_44	0.243402286268134	5.46381155718707	0.000431864682465376	4	2.10458792222286e-08	3.4491857614208e-07	3.4491857614208e-07	5.21765166666666
NODE_350715_length_620_cov_1.373451_1	-0.352723748730498	-7.66172045839647	3.54973321375836e-05	1	3.54973321375836e-05	0.00022280240384228	0.00022280240384228	-6.37461333333333
NODE_362_length_12530_cov_15.571062_6	0.274019790198307	5.06118578210381	0.000730124991321632	9	2.60795057948052e-14	7.69345420946754e-13	7.69345420946754e-13	4.18672666666667
NODE_366_length_32988_cov_63.537090_2	-0.110407537171069	-2.0782411012363	0.0681775719693423	1	0.0681775719693423	0.082427802176049	0.082427802176049	-1.86686666666667
NODE_366327_length_389_cov_1.038922_2	0.407522014448403	9.19785115303166	8.37422144888447e-06	1	8.37422144888447e-06	7.26586861006152e-05	7.26586861006152e-05	7.56666666666667
NODE_3677_length_9021_cov_5.298349_9	-0.301530106453002	-6.71159482485445	9.74043074444853e-05	1	9.74043074444852e-05	0.000448972979626924	0.000448972979626924	-5.27289666666667
NODE_37_length_172616_cov_483.367203_54	-0.207774410527203	-4.38363024406923	0.00186230518517807	6	5.17268846313532e-09	9.53714435390574e-08	9.53714435390574e-08	-3.67977611111111
NODE_3717_length_6643_cov_4.671372_6	0.358514489771369	7.51391057929697	4.12697057175521e-05	1	4.12697057175521e-05	0.000243491263733557	0.000243491263733557	6.73990666666667
NODE_37231_length_1132_cov_2.571959_1	0.0537694611128066	0.676803341986476	0.515935980387626	1	0.515935980387626	0.543575407908392	0.543575407908392	0.933720000000001
NODE_378946_length_603_cov_1.839416_1	0.278194585913529	5.28187433919283	0.000545966426819289	1	0.000545966426819289	0.00145099185506027	0.00145099185506027	5.02119
NODE_383034_length_277_cov_1.729730_1	-0.146082338905979	-3.16901877398213	0.0117179486826976	1	0.0117179486826976	0.017283974306979	0.017283974306979	-2.52998666666667
NODE_393508_length_275_cov_1.950000_1	-0.0550856907924523	-1.14953331450682	0.280637674503506	1	0.280637674503506	0.311233511197498	0.311233511197498	-0.960856666666665
NODE_395_length_30142_cov_63.545518_27	-0.0383881128462322	-0.868091400512369	0.408408548709382	1	0.408408548709382	0.434947732380028	0.434947732380028	-0.644356666666667
NODE_4_length_617060_cov_345.550545_115	0.239951764992757	5.44455700538741	0.000442617094283932	1	0.000442617094283932	0.00126572484708312	0.00126572484708312	4.27305333333333
NODE_40_length_155359_cov_14.257051_66	-0.285699559392429	-6.34199307967723	0.000148319305373303	2	3.06638056969293e-06	3.23065095735505e-05	3.23065095735505e-05	-5.17731
NODE_40_length_155359_cov_14.257051_91	-0.380880021591733	-6.57491476616732	0.000113573790831059	1	0.000113573790831059	0.000485569105726992	0.000485569105726992	-6.95784
NODE_42_length_62050_cov_15.674877_23	0.259853160062274	5.90218687961187	0.000250111531808962	1	0.000250111531808962	0.000838442066859588	0.000838442066859588	4.65073666666667
NODE_42591_length_1350_cov_2.210811_1	-0.0343783683621576	-0.526205535205927	0.611756154907379	1	0.611756154907379	0.642235109244401	0.642235109244401	-0.625410000000002
NODE_42751_length_968_cov_2.711939_1	0.205574566480287	3.63370942196262	0.00566882898243039	1	0.00566882898243039	0.00955602599895408	0.00955602599895408	3.70546666666667
NODE_431863_length_265_cov_1.338095_1	0.199467866674896	4.17399404834206	0.00252198475843106	1	0.00252198475843106	0.00502692907930516	0.00502692907930516	3.71496
NODE_44707_length_687_cov_3.037975_1	-0.0481400229692316	-1.03131558765952	0.329920689722211	1	0.329920689722211	0.35520658200019	0.35520658200019	-0.996766666666666
NODE_458458_length_362_cov_1.563518_1	-0.113668521266094	-2.50974295425898	0.0338929525289889	2	0.0104844858168531	0.0157001183551861	0.0157001183551861	-1.92388833333333
NODE_459269_length_207_cov_1.138158_1	-0.207656469753181	-3.10004619750393	0.013076888559432	1	0.013076888559432	0.0188179615855241	0.0188179615855241	-4.02783
NODE_46937_length_888_cov_2.193277_1	-0.0790840282341066	-1.2624000250024	0.239252779259853	1	0.239252779259853	0.266337999553421	0.266337999553421	-1.28069
NODE_47_length_142990_cov_39.043264_35	-0.331603235671855	-7.09558380920591	6.40073440312895e-05	2	8.69331117957194e-07	1.22120323713034e-05	1.22120323713034e-05	-6.015105
NODE_479545_length_556_cov_2.001996_1	0.0444917844908084	0.85244307740619	0.416578981233594	1	0.416578981233594	0.442053235481692	0.442053235481692	0.852600000000002
NODE_48_length_142924_cov_15.577501_98	-0.262647679211325	-5.70206971891799	0.000319904407551539	2	9.71264480262442e-06	7.54007951782685e-05	7.54007951782685e-05	-4.63027
NODE_487654_length_355_cov_1.280000_1	-0.23086536062693	-5.07348857286907	0.000718258295189002	1	0.000718258295189002	0.00184248867026744	0.00184248867026744	-4.08457333333333
NODE_488812_length_256_cov_1.189055_1	-0.12043240420451	-1.90467575788766	0.0899818679623489	1	0.0899818679623489	0.106178604195572	0.106178604195572	-2.20552333333333
NODE_498373_length_670_cov_3.172358_1	0.136240562034587	2.61430359763463	0.0285999605451065	1	0.0285999605451065	0.0376651266107429	0.0376651266107429	2.37350333333333
NODE_5_length_528796_cov_554.483134_310	-0.218314040991188	-4.7485454434446	0.00111540054251533	1	0.00111540054251533	0.00257064968782831	0.00257064968782831	-3.90352
NODE_504724_length_713_cov_1.840426_1	-0.301776965859964	-5.94996592651023	0.000236023516882672	1	0.000236023516882672	0.000800309626211358	0.000800309626211358	-5.43447333333334
NODE_512822_length_349_cov_1.571429_2	-0.222746136405516	-5.0324045494314	0.000758721940296132	1	0.000758721940296132	0.00191301685801161	0.00191301685801161	-3.93027333333333
NODE_52_length_58598_cov_16.124746_45	0.359369103992736	6.97448310762702	7.29377037313193e-05	10	4.24426672150656e-21	2.50411736568887e-19	2.50411736568887e-19	6.20962966666667
NODE_528805_length_699_cov_2.231366_1	-0.184523220790786	-3.34779167841708	0.00883660835539658	1	0.00883660835539658	0.013577080546052	0.013577080546052	-3.29380333333333
NODE_53_length_133033_cov_15.924378_30	-0.277505720519403	-5.53632610366503	0.000393843809933833	8	3.15854982195193e-14	8.47065634068928e-13	8.47065634068928e-13	-4.225425
NODE_53_length_133033_cov_15.924378_35	-0.312130229140487	-6.17912624233304	0.000179467010321647	7	3.62927172161098e-14	8.92195964896031e-13	8.92195964896031e-13	-5.24373047619048
NODE_53070_length_789_cov_3.461853_3	-0.130919112118126	-2.93926326235671	0.0169151319442966	2	0.00371574369391485	0.00680835024661417	0.00680835024661417	-2.34675666666667
NODE_538265_length_249_cov_0.989691_1	-0.146350977380942	-3.37824515346587	0.00842468526628944	1	0.00842468526628944	0.0130804323871336	0.0130804323871336	-2.64301
NODE_538958_length_527_cov_2.881356_1	0.307006480579357	6.53576946925421	0.000118729734143007	1	0.000118729734143007	0.000487890082634768	0.000487890082634768	5.59753333333333
NODE_552_length_22274_cov_12.172015_2	0.0472983218284056	1.02674115621494	0.331953774255892	1	0.331953774255892	0.356095866929048	0.356095866929048	0.876426666666667
NODE_559800_length_682_cov_2.381180_1	0.0127235810591323	0.233783851217229	0.820504052237377	1	0.820504052237377	0.840446859062591	0.840446859062591	0.227073333333333
NODE_57_length_128647_cov_31.518975_25	-0.241918685540926	-4.58177025944442	0.00140645803087572	2	8.95067300313606e-05	0.000419118815226212	0.000419118815226212	-4.27211833333333
NODE_58_length_125887_cov_31.064507_47	-0.250250686431012	-4.90271671209212	0.00090346300979308	3	2.4472613351233e-06	2.77670036100529e-05	2.77670036100529e-05	-4.42314888888889
NODE_59_length_124764_cov_27.570993_16	-0.243159643845801	-5.34370762982553	0.000503890239073518	1	0.000503890239073518	0.00138923009838026	0.00138923009838026	-4.37612666666667
NODE_592973_length_665_cov_2.459016_1	-0.242374108598436	-5.48179636243155	0.000422077016071151	1	0.000422077016071152	0.00123279920535633	0.00123279920535633	-4.26160333333333
NODE_594337_length_242_cov_1.026738_1	-0.263141917242863	-6.00467560804014	0.000220944938674115	1	0.000220944938674115	0.000759776899948325	0.000759776899948325	-4.76264333333333
NODE_594986_length_242_cov_1.016043_1	-0.00719653109463921	-0.162251455658877	0.874774562548768	1	0.874774562548768	0.883761972437967	0.883761972437967	-0.132876666666668
NODE_60_length_55756_cov_16.462505_7	0.144055836520101	3.31117607621464	0.00935989733166207	1	0.00935989733166208	0.0143065788230068	0.0143065788230068	2.46767666666667
NODE_603540_length_503_cov_3.180804_2	-0.22960660300005	-4.22281600370228	0.00234869873871971	1	0.00234869873871971	0.0047133750198797	0.0047133750198797	-4.23123666666666
NODE_62_length_55487_cov_16.392625_18	0.281438659761827	5.74219204720646	0.000304371180859954	2	9.01393639200899e-06	7.27018707172266e-05	7.27018707172266e-05	4.96115333333333
NODE_62_length_55487_cov_16.392625_32	0.275388684803319	5.62243118452419	0.00035335184973484	5	4.40952582777546e-10	8.67206746129174e-09	8.67206746129174e-09	5.31463933333333
NODE_624254_length_650_cov_2.759664_1	0.252049178551917	3.95121839391843	0.00350488242418293	1	0.00350488242418293	0.00654392604515168	0.00654392604515168	4.56793666666666
NODE_633641_length_324_cov_2.122677_1	0.471527875013169	10.3010502354357	3.34006665343227e-06	1	3.34006665343227e-06	3.39765400952593e-05	3.39765400952593e-05	8.75649666666667
NODE_634882_length_244_cov_10.111111_1	-0.0944295447618047	-2.01457845642073	0.0755115625786717	1	0.0755115625786717	0.0905524835801145	0.0905524835801145	-1.66378666666667
NODE_64804_length_490_cov_2.025287_1	-0.277896780251437	-6.23191969203956	0.000168651589528372	1	0.000168651589528372	0.000635333845879695	0.000635333845879695	-4.89881333333333
NODE_65_length_117347_cov_28.503052_63	-0.0808826648147492	-1.67565767202156	0.128914318455559	1	0.128914318455559	0.150315114404703	0.150315114404703	-1.364
NODE_652238_length_487_cov_2.650463_1	0.0801223293581443	1.64387879362007	0.135403935366897	1	0.135403935366897	0.157260476115097	0.157260476115097	1.43586
NODE_678356_length_232_cov_1.209040_1	-0.289059080683767	-6.55413130133451	0.000116280056762412	1	0.000116280056762412	0.000487890082634768	0.000487890082634768	-5.19035
NODE_69_length_110053_cov_36.937735_93	-0.324070797654935	-6.69618278250408	9.90948725830238e-05	1	9.90948725830238e-05	0.000449738267876801	0.000449738267876801	-5.61471
NODE_69_length_139239_cov_17.311135_41	0.207153001389261	3.72798336947976	0.00490778563298865	4	9.11853971707587e-06	7.27018707172266e-05	7.27018707172266e-05	4.00448916666667
NODE_695021_length_619_cov_2.588652_2	-0.268656703668591	-6.16459311266993	0.000182575547633119	1	0.000182575547633119	0.000664935636441605	0.000664935636441605	-4.67530333333334
NODE_7_length_153665_cov_15.420917_105	0.0744314585087315	1.59773304641573	0.145355927212863	1	0.145355927212863	0.167499994249197	0.167499994249197	1.28061666666667
NODE_70_length_110019_cov_15.608617_22	-0.168163548648697	-3.77004115823425	0.0046038054031124	1	0.0046038054031124	0.00808406305903665	0.00808406305903665	-2.88267666666666
NODE_70_length_110019_cov_15.608617_28	-0.158904404697039	-3.06433970978529	0.0138435299012779	1	0.0138435299012779	0.0194468634327475	0.0194468634327475	-2.86008666666667
NODE_70919_length_474_cov_1.439141_1	-0.210018168104576	-4.67892381556608	0.00122815403775879	1	0.00122815403775879	0.00276569039037285	0.00276569039037285	-3.72229666666667
NODE_721075_length_609_cov_1.658845_1	0.141291495152425	3.18281114988322	0.0114642520778423	1	0.0114642520778423	0.0170803933858414	0.0170803933858414	2.51693
NODE_72585_length_581_cov_2.547529_1	0.200451965056139	3.96195235947231	0.00344919180296015	1	0.00344919180296015	0.0064809654896385	0.0064809654896385	3.51627666666667
NODE_740168_length_225_cov_1.794118_1	0.169609867162733	3.71839036601122	0.00498004763552715	1	0.00498004763552715	0.00854136077023551	0.00854136077023551	3.06892666666667
NODE_746323_length_305_cov_1.152000_1	0.0496131916078368	1.13480223343345	0.286441069378644	1	0.286441069378644	0.316479833208614	0.316479833208614	0.934596666666668
NODE_746512_length_233_cov_1.949438_1	-0.34473192778224	-7.59711796789164	3.79032055122123e-05	1	3.79032055122123e-05	0.000231420896379727	0.000231420896379727	-6.19130666666667
NODE_75_length_101378_cov_26.619928_17	-0.235495317085279	-5.28845008328719	0.000541315892835202	11	1.15968195251416e-17	4.88723108559537e-16	4.88723108559537e-16	-4.26793818181818
NODE_75273_length_464_cov_1.545232_2	-0.284360818032972	-3.9271678566291	0.00363315923854429	1	0.00363315923854429	0.00669863734606603	0.00669863734606603	-5.17261333333333
NODE_7567_length_990_cov_2.365775_1	-0.30902186187899	-4.01821550414319	0.00317226902276523	1	0.00317226902276523	0.0060623682053222	0.0060623682053222	-5.81584666666667
NODE_76278_length_457_cov_2.388060_1	0.246903168686111	4.44931116998678	0.00169574013110056	1	0.00169574013110056	0.00370550621240492	0.00370550621240492	4.21065666666667
NODE_7736_length_3176_cov_3.322333_1	0.201245607967357	4.16112827075103	0.00256988695740233	1	0.00256988695740233	0.00505411101622459	0.00505411101622459	3.71545
NODE_78256_length_543_cov_2.163934_1	0.155427918625895	3.08629475592134	0.0133668051516214	1	0.0133668051516214	0.0190602200440945	0.0190602200440945	2.91034333333333
NODE_786077_length_449_cov_1.949239_1	0.0574074065644495	1.07744004534117	0.309950023233148	1	0.309950023233148	0.33864909945844	0.33864909945844	1.02187
NODE_78658_length_953_cov_29.283964_1	-0.168314919113391	-3.35845629720146	0.00869001114255945	1	0.00869001114255944	0.0134217449584033	0.0134217449584033	-3.13229
NODE_798729_length_579_cov_3.708015_1	0.301118449824063	6.91311440765705	7.79776378970836e-05	1	7.79776378970837e-05	0.000381224351056409	0.000381224351056409	5.28262666666667
NODE_80236_length_318_cov_1.467681_1	-0.210197748740302	-4.0154501806615	0.00318531210788116	1	0.00318531210788116	0.0060623682053222	0.0060623682053222	-3.63995333333333
NODE_812_length_33822_cov_6.741434_37	-0.260594354401183	-5.40068967521531	0.000468214692061283	1	0.000468214692061283	0.00131546032531503	0.00131546032531503	-4.65945
NODE_824_length_13977_cov_5.821003_15	-0.125353291000657	-1.94648455980045	0.0841909729963252	1	0.0841909729963252	0.0997443254374133	0.0997443254374133	-2.51527666666667
NODE_833370_length_291_cov_2.033898_1	-0.195558288623959	-4.24541314329739	0.00227283864022638	1	0.00227283864022638	0.00465616249213043	0.00465616249213043	-3.37615333333333
NODE_841681_length_441_cov_1.790155_1	-0.208018242135229	-4.36748713450257	0.00190587207181054	1	0.00190587207181054	0.00405416390810074	0.00405416390810074	-3.6969
NODE_842_length_13569_cov_63.198609_6	-0.209674821685615	-4.42889233403455	0.00174574280900743	1	0.00174574280900743	0.00378672153424405	0.00378672153424405	-3.87701333333333
NODE_8463_length_1634_cov_2.790374_2	-0.174356926140304	-3.90719188280402	0.00374349242175497	1	0.00374349242175497	0.00681685348405997	0.00681685348405997	-3.10175666666667
NODE_8517_length_4155_cov_2.485366_2	-0.165770497049402	-3.06827545748859	0.0137567947830146	1	0.0137567947830146	0.019417485459279	0.019417485459279	-2.96586666666667
NODE_853936_length_214_cov_1.012579_1	-0.0529368255970016	-1.12775094111569	0.289252553252471	1	0.289252553252471	0.318393668692085	0.318393668692085	-0.901403333333334
NODE_8596_length_1984_cov_3.481597_2	-0.216208214027578	-4.5691413175371	0.00143160669208743	1	0.00143160669208743	0.00317536822681046	0.00317536822681046	-3.79927666666667
NODE_8725_length_2842_cov_14.809473_5	0.267563907256133	4.53887319666034	0.00149386839928855	1	0.00149386839928855	0.00328874013276212	0.00328874013276212	4.93653333333333
NODE_88_length_88402_cov_66.529469_4	-0.125463004660352	-2.68334029619813	0.0255702507763338	1	0.0255702507763338	0.0339784863919751	0.0339784863919751	-2.13227333333333
NODE_88139_length_928_cov_2.009164_1	0.0874232286041782	1.60525341018923	0.143690283814296	1	0.143690283814296	0.166229936177323	0.166229936177323	1.62851333333333
NODE_88924_length_438_cov_3.584856_1	-0.31243955077302	-6.44001179978519	0.000132454063241709	1	0.000132454063241709	0.000535259570634304	0.000535259570634304	-5.59180666666666
NODE_905332_length_281_cov_1.787611_1	-0.243122957361776	-4.8688629753771	0.000945972274074894	1	0.000945972274074894	0.00228739197419749	0.00228739197419749	-4.18383666666667
NODE_92_length_86032_cov_31.048373_59	-0.244042158972976	-4.9680695155551	0.000827117287210858	19	1.37498984836441e-26	1.35207335089167e-24	1.35207335089167e-24	-4.51807052631579
NODE_93_length_85626_cov_14.768800_80	-0.325686286378222	-7.21792231691343	5.61880212248969e-05	1	5.61880212248969e-05	0.000306953078913788	0.000306953078913788	-5.65534333333333
NODE_936124_length_155_cov_5.360000_1	-0.190739290721046	-4.2953110554792	0.00211444479756363	1	0.00211444479756363	0.00437005087927442	0.00437005087927442	-3.34654
NODE_939751_length_214_cov_1.899371_1	-0.100568831974504	-1.99340697370005	0.0781141338399375	1	0.0781141338399375	0.0929320008636338	0.0929320008636338	-1.81012666666667
NODE_9467_length_1514_cov_3.630569_1	-0.195872775027393	-4.36588061463307	0.00191026706178306	1	0.00191026706178306	0.00405416390810074	0.00405416390810074	-3.39015666666667
NODE_95_length_83977_cov_30.953516_10	-0.237339221287327	-4.96850292205811	0.000826634845625077	3	2.04884578321526e-06	2.62786741760218e-05	2.62786741760218e-05	-3.92992888888889
NODE_96_length_40397_cov_17.936493_23	0.19302997734971	4.01848231200491	0.00317101358948176	3	3.01022103957354e-05	0.000197821785605995	0.000197821785605995	3.51581777777778
NODE_976_length_4120_cov_33.131119_2	-0.0945584499798035	-1.99331291577916	0.0781258854718007	1	0.0781258854718007	0.0929320008636338	0.0929320008636338	-1.61094666666667
NODE_978740_length_405_cov_2.434286_1	0.199708053752593	3.73111705527011	0.00488442095923116	4	9.01062582369504e-06	7.27018707172266e-05	7.27018707172266e-05	3.90633166666667
NODE_98011_length_301_cov_1.784553_1	0.104296960797557	2.25494087863353	0.0512561635253174	1	0.0512561635253174	0.0643428435743346	0.0643428435743346	2.10206
sp|E9Q7P9|CDHR2_MOUSE	0.11265364135806	2.58000860469469	0.0302373657843263	5	0.000264072257732356	0.000875295685742079	0.000875295685742079	3.23155933333333
sp|P01592|IGJ_MOUSE	0.00452930224488403	0.160931876007255	0.875783234988337	2	0.928511922590859	0.931670126409195	0.931670126409195	0.0861299999999989
sp|P12787|COX5A_MOUSE	0.178697823087999	3.77291696577126	0.00458376047356582	1	0.00458376047356581	0.00808406305903665	0.00808406305903665	2.99156333333334
sp|P30275|KCRU_MOUSE	-0.218238098093462	-3.53010070449062	0.00665065147398189	1	0.00665065147398189	0.0107209955454899	0.0107209955454899	-3.87754666666667
sp|Q11136|PEPD_MOUSE	0.106350164383556	2.28990469764935	0.0484326734983074	2	0.01782968053042	0.02469368899753	0.02469368899753	1.86794833333333
sp|Q3TTY5|K22E_MOUSE	-0.189553350308183	-3.37483616031133	0.0084697815561029	2	0.00131992900563407	0.00294984133834886	0.00294984133834886	-3.30361333333333
sp|Q3UV17|K22O_MOUSE	-0.239620455637623	-2.65871443430687	0.0266118096389851	1	0.0266118096389851	0.0352039634237695	0.0352039634237695	-4.76153666666666
sp|Q8K0C9|GMDS_MOUSE	-0.0787255763385787	-1.47504659099956	0.175078962568576	1	0.175078962568576	0.197886183746091	0.197886183746091	-1.50124666666667
sp|Q9CQ52|CEL3B_MOUSE	0.0448309689810804	0.910120147110017	0.387024042388754	4	0.313064282003278	0.340789532069989	0.340789532069989	0.959801666666666
sp|Q9CR35|CTRB1_MOUSE	0.0182209972636963	0.39244562970749	0.704070756768141	1	0.704070756768141	0.731341102980991	0.731341102980991	0.366856666666667
tr|A0A571BDS5|A0A571BDS5_MOUSE	0.174721137377151	2.91288444775601	0.0176479797349879	1	0.0176479797349879	0.0245573302916105	0.0245573302916105	3.09467
