slr	t	score	n	p	p.fdr	pBH	FC
NODE_1706799_length_303_cov_1.157258_1	-0.0481400229692316	-1.03131558765952	0.329920689722211	1	0.329920689722211	0.35520658200019	0.35520658200019	-0.996766666666666
NODE_1751628_length_343_cov_1.406250_1	-0.169634442077118	-3.16081754455133	0.0118715579564592	1	0.0118715579564592	0.0174234308316193	0.0174234308316193	-3.16368666666667
NODE_1791979_length_354_cov_2.157191_1	-0.32580052870572	-5.56239335396408	0.000381077611297435	1	0.000381077611297435	0.00115573410485459	0.00115573410485459	-5.95245666666667
NODE_1798376_length_292_cov_1.113924_1	-0.189370309846204	-3.819447865998	0.00427195253334667	1	0.00427195253334667	0.00763773331719557	0.00763773331719557	-3.34535333333333
NODE_1802108_length_353_cov_1.221477_1	-0.183840311983561	-3.86272548963454	0.00400205844620943	1	0.00400205844620943	0.00719882464409624	0.00719882464409624	-3.21707666666667
NODE_180867_length_260_cov_0.936585_1	0.0880784331199541	1.10594060754275	0.298087273276107	1	0.298087273276107	0.326898682589039	0.326898682589039	1.42626666666667
NODE_1838901_length_288_cov_1.236052_1	0.0989431681526988	2.20572387812189	0.0555063421830655	1	0.0555063421830655	0.0687998779159845	0.0687998779159845	1.74667333333333
NODE_185540_length_760_cov_2.272340_1	-0.178854213060451	-3.60583573026495	0.00591696400113837	1	0.00591696400113837	0.00975142111919452	0.00975142111919452	-3.08756
NODE_187_length_41794_cov_24.545653_18	-0.0772099161152709	-1.5978628131282	0.145327039064642	3	0.0572212457514684	0.0706287342957455	0.0706287342957455	-0.270984444444445
NODE_1876737_length_210_cov_0.612903_1	-0.231247559407576	-4.94735013442478	0.000850539248510807	1	0.000850539248510807	0.00208734426000563	0.00208734426000563	-4.09
NODE_187728_length_938_cov_2.772367_1	0.171626827857544	3.29131528676465	0.00965716739758296	1	0.00965716739758297	0.014609560934805	0.014609560934805	2.88457666666667
NODE_1880605_length_209_cov_1.805195_1	-0.258294094679825	-3.39063430750445	0.00826289714487643	1	0.00826289714487643	0.0128971145912092	0.0128971145912092	-4.83284
NODE_1884746_length_282_cov_1.691630_1	0.244648296050559	3.49194527520241	0.00705594390179217	1	0.00705594390179217	0.0111908787689714	0.0111908787689714	4.52048333333333
NODE_188745_length_260_cov_0.936585_1	0.231569466227217	4.94246528542279	0.000856164933765022	1	0.000856164933765022	0.00208734426000563	0.00208734426000563	4.14566
NODE_1898847_length_281_cov_2.123894_1	-0.0162419249554899	-0.322144834878719	0.754868856597014	1	0.754868856597014	0.778623470965451	0.778623470965451	-0.27617
NODE_19_length_93630_cov_16.507133_74	0.293201685152238	6.74224367770034	9.41354249572845e-05	5	8.34061234849106e-12	1.8926774175422e-10	1.8926774175422e-10	4.40163866666667
NODE_1910104_length_280_cov_0.853333_1	-0.252883559370932	-3.10556334087019	0.012962408885402	1	0.012962408885402	0.0187814142566308	0.0187814142566308	-4.64593
NODE_1946481_length_277_cov_1.292793_1	0.136541276123477	2.92507733646393	0.0173052715116633	1	0.0173052715116633	0.0241945739144108	0.0241945739144108	2.45782
NODE_1948_length_16673_cov_4.612408_11	-0.00317673768146598	-0.0658023701696775	0.949006742764027	1	0.949006742764027	0.949006742764027	0.949006742764027	-0.109860000000001
NODE_1959136_length_315_cov_1.846154_1	-0.263705943115268	-4.15169021315291	0.00260564369867731	1	0.00260564369867731	0.00509049596761462	0.00509049596761462	-4.88930333333333
NODE_196417_length_352_cov_1.292929_1	0.230939457993948	5.10754137061002	0.000686486396740122	1	0.000686486396740122	0.00177643409682751	0.00177643409682751	4.00733666666667
NODE_1975501_length_274_cov_1.095890_1	-0.148684838854774	-3.1043340909529	0.012987825452043	1	0.012987825452043	0.0187814142566308	0.0187814142566308	-2.65874
NODE_2_length_633876_cov_395.559562_267	-0.0959853923746842	-1.59199963645755	0.146637446712484	1	0.146637446712484	0.168319248171917	0.168319248171917	-1.89067
NODE_2007100_length_271_cov_1.763889_1	0.00515781820230141	0.0996756691588348	0.922836980429794	1	0.922836980429794	0.929136208965151	0.929136208965151	0.0253166666666651
NODE_202_length_38951_cov_23.099753_19	-0.162349106580267	-3.49713598371531	0.00699931646248126	2	0.000992015062877674	0.00236916037980816	0.00236916037980816	-2.814565
NODE_2021959_length_323_cov_0.694030_1	-0.179425729057376	-3.48740590389059	0.00710585977206216	2	0.00101471907630661	0.0023947370200836	0.0023947370200836	-3.08441833333333
NODE_2029857_length_306_cov_2.294821_1	0.112682315882543	2.37587073384049	0.0421266741074976	1	0.0421266741074976	0.053798133600484	0.053798133600484	2.21339333333333
NODE_2051856_length_304_cov_1.140562_1	-0.122278307070732	-2.26515820251207	0.050414731477445	2	0.0189236609397659	0.0258448147094025	0.0258448147094025	-2.30538333333333
NODE_2054766_length_267_cov_1.811321_1	-0.20649385437943	-3.79346207512697	0.00444321567070421	1	0.00444321567070421	0.00789607604131169	0.00789607604131169	-3.48842
NODE_2092701_length_264_cov_2.296651_1	-0.27358137413589	-5.53246072484963	0.000395776063619051	1	0.000395776063619051	0.00117814702471263	0.00117814702471263	-4.8183
NODE_21_length_231770_cov_67.560775_179	-0.0781142748966266	-1.79353776655547	0.107255053803651	3	0.0320432912364323	0.0414595215559102	0.0414595215559102	-1.65074666666667
NODE_21_length_86002_cov_17.429323_33	0.211257687703625	4.63792327132024	0.00130024657914222	3	5.06752699892636e-06	4.82232407962347e-05	4.82232407962347e-05	3.89744777777778
NODE_211_length_36337_cov_21.506670_5	-0.018333873481781	-0.404807070903382	0.695288606595369	6	0.850671119516324	0.86533786295626	0.86533786295626	-0.608270555555555
NODE_2179863_length_258_cov_0.945813_1	0.219229373155842	2.5608988689548	0.0311904070519548	1	0.0311904070519548	0.0405337889001174	0.0405337889001174	4.35957
NODE_220_length_34293_cov_52.307728_11	-0.189513375208646	-3.97689474719254	0.00337322676696308	2	0.000332259327724244	0.00104272874126226	0.00104272874126226	-3.42217833333333
NODE_220923_length_248_cov_2.606218_1	0.0197237162238908	0.290012188001322	0.778528701571725	1	0.778528701571725	0.800229850047592	0.800229850047592	0.203860000000002
NODE_222718_length_336_cov_0.889680_1	-0.313236986466877	-6.53319077188041	0.000119078257456621	1	0.000119078257456621	0.000487890082634768	0.000487890082634768	-5.58088666666666
NODE_2230561_length_254_cov_0.964824_1	-0.175126883289412	-3.64710763146317	0.00555348125912828	1	0.00555348125912828	0.00941538489334967	0.00941538489334967	-2.96346666666667
NODE_22532_length_851_cov_2.295226_1	-0.291550394296633	-6.67033777829162	0.000102002366889726	1	0.000102002366889726	0.000455919670188926	0.000455919670188926	-5.00752333333333
NODE_2256013_length_252_cov_1.512690_1	-0.194076105654668	-4.16933913110629	0.00253920516823508	1	0.00253920516823508	0.00502728540019697	0.00502728540019697	-3.41461333333333
NODE_2258032_length_252_cov_0.974619_2	0.311309879228086	5.52532173361105	0.000399371872783944	1	0.000399371872783944	0.00117814702471263	0.00117814702471263	5.69676666666667
NODE_2272611_length_251_cov_1.224490_1	-0.289407965218764	-5.24220464234984	0.0005749562425647	1	0.0005749562425647	0.00151439367461238	0.00151439367461238	-5.11993333333334
NODE_2278495_length_250_cov_2.461538_1	0.115435434403055	2.30407645686521	0.0473323736163874	1	0.0473323736163875	0.0601855612794582	0.0601855612794582	2.39858
NODE_2296796_length_249_cov_1.659794_1	0.294812956851838	6.2162057416885	0.000171794494030648	1	0.000171794494030648	0.000635333845879695	0.000635333845879695	5.27257333333333
NODE_2316025_length_248_cov_0.994819_1	-0.152509482528352	-3.50907918370966	0.00687082750693605	1	0.00687082750693605	0.0110157288834029	0.0110157288834029	-2.68211333333333
NODE_233680_length_239_cov_0.994565_1	0.245575144180378	5.19778896963704	0.000609405921753067	1	0.000609405921753067	0.00159092696386863	0.00159092696386863	4.3589
NODE_2349092_length_245_cov_2.652632_1	0.371330879365014	7.58333382529323	3.84394031274801e-05	1	3.843940312748e-05	0.000231420896379727	0.000231420896379727	7.01738
NODE_2382700_length_243_cov_2.042553_1	-0.25445961569281	-5.83925375484486	0.000270083225661118	1	0.000270083225661118	0.000885272795222555	0.000885272795222555	-4.42221333333333
NODE_2386257_length_243_cov_1.414894_1	-0.167967101539875	-3.62573793581477	0.00573865264932173	1	0.00573865264932173	0.00955981896240298	0.00955981896240298	-2.97703
NODE_2397391_length_242_cov_1.957219_1	-0.244131655429195	-5.59223819968837	0.000367010710884996	1	0.000367010710884996	0.00112779333032369	0.00112779333032369	-4.45520333333333
NODE_24_length_224501_cov_34.530658_114	-0.231112261752301	-3.80895010100887	0.00434028290440837	4	6.71075418761144e-06	6.18647651670429e-05	6.18647651670429e-05	-4.12229
NODE_24_length_224501_cov_34.530658_29	-0.190535822048317	-3.06323308404146	0.0138680191197323	2	0.00276092986734508	0.00535838362412367	0.00535838362412367	-3.52124166666667
NODE_24_length_224501_cov_34.530658_50	-0.199897798440591	-4.20960020305001	0.00239431453964834	2	0.000198750606454678	0.000706402757881086	0.000706402757881086	-3.5525
NODE_2403256_length_242_cov_1.074866_1	0.388744173894933	8.57117249316519	1.47182647598262e-05	1	1.47182647598262e-05	0.000111330464208942	0.000111330464208942	7.28269
NODE_241_length_28746_cov_36.825590_3	-0.28010575268958	-6.19756817686119	0.00017560526500061	17	3.85543699175468e-30	5.68676956283816e-28	5.68676956283816e-28	-5.8509537254902
NODE_2411494_length_241_cov_2.064516_1	-0.179074548346589	-1.80438247860237	0.105441976401811	1	0.105441976401811	0.123925828838782	0.123925828838782	-3.65828
NODE_242_length_28573_cov_16.369556_18	-0.25904618369192	-5.3543975270231	0.000496979094150306	11	6.94617159117501e-18	3.41520103232771e-16	3.41520103232771e-16	-4.76614181818182
NODE_246086_length_234_cov_0.905028_1	0.394128996789942	8.11295687339673	2.27129230635892e-05	1	2.27129230635892e-05	0.000159531245327591	0.000159531245327591	7.23655333333334
NODE_2466522_length_260_cov_1.404878_1	0.173550433122085	3.50423330054114	0.00692266002141932	1	0.00692266002141932	0.0110388362503713	0.0110388362503713	3.09723
NODE_254237_length_691_cov_1.176101_1	0.207782721652789	4.71540696203886	0.0011676131646248	1	0.0011676131646248	0.00267012312840556	0.00267012312840556	3.56681666666666
NODE_255212_length_245_cov_1.010526_1	-0.151737923010064	-3.47921369303668	0.00719688307165208	1	0.00719688307165208	0.0113533716905741	0.0113533716905741	-2.57923
NODE_255356_length_241_cov_2.064516_1	-0.312280609915112	-5.77264676166069	0.000293128638750593	1	0.000293128638750593	0.000939923352515488	0.000939923352515488	-5.58284666666667
NODE_25910_length_1502_cov_1.716655_1	-0.258101434613089	-5.03852416098323	0.000752541704121566	1	0.000752541704121566	0.00191301685801161	0.00191301685801161	-4.98555
NODE_26_length_78125_cov_16.771538_10	0.288018553628128	5.87828134065962	0.000257501870889937	12	4.15455108602287e-21	2.50411736568887e-19	2.50411736568887e-19	6.1085975
NODE_26_length_78125_cov_16.771538_13	0.316655728601323	7.17687962223702	5.86878412154334e-05	3	1.03323838468981e-08	1.79297249107938e-07	1.79297249107938e-07	4.38713333333333
NODE_2614_length_9376_cov_3.956121_2	-0.301903151902611	-6.94233108396108	7.55321652565242e-05	1	7.55321652565242e-05	0.000381224351056409	0.000381224351056409	-5.59286
NODE_261668_length_316_cov_1.103448_1	0.0505519461174365	0.83557004850916	0.425515345316159	2	0.405515136613068	0.43343103369875	0.43343103369875	0.849885
NODE_263721_length_239_cov_1.565217_1	-0.169290167043804	-3.86618950276868	0.00398125106871224	1	0.00398125106871224	0.00719882464409624	0.00719882464409624	-2.87398333333334
NODE_2652_length_3742_cov_4.503390_1	-0.259252669415295	-3.97698435597405	0.00337277660774761	1	0.00337277660774761	0.00637800704670221	0.00637800704670221	-4.87427
NODE_2670112_length_243_cov_1.143617_1	0.379263544740844	7.93281275898429	2.70807106496444e-05	1	2.70807106496444e-05	0.000185786270735933	0.000185786270735933	7.13041333333333
NODE_2671834_length_253_cov_0.969697_1	-0.0475952323728685	-1.05829782875224	0.318121588307878	1	0.318121588307878	0.3450215755545	0.3450215755545	-0.975856666666665
NODE_269018_length_679_cov_1.200321_1	-0.258806882299663	-3.69992285716357	0.00512234180007021	1	0.00512234180007021	0.00873462908104458	0.00873462908104458	-4.77893666666666
NODE_270_length_24449_cov_38.677585_8	-0.295534129164719	-6.21461686434033	0.000172115822330508	1	0.000172115822330508	0.000635333845879695	0.000635333845879695	-5.41594666666667
NODE_2709186_length_240_cov_1.037838_1	0.270249730400772	6.00261184079962	0.0002214942826968	1	0.0002214942826968	0.000759776899948325	0.000759776899948325	4.95876333333333
NODE_2765994_length_245_cov_1.010526_1	0.301920256578004	5.79795801990026	0.000284128361289357	1	0.000284128361289357	0.000921075456927037	0.000921075456927037	5.46687
NODE_276952_length_424_cov_1.560976_1	0.378300656849714	7.66571269545315	3.53542603592661e-05	1	3.53542603592662e-05	0.00022280240384228	0.00022280240384228	7.00494333333333
NODE_2792538_length_217_cov_1.185185_1	0.166688857659619	2.85162279499143	0.0194782549105817	1	0.0194782549105817	0.0264796552931872	0.0264796552931872	3.0515
NODE_28_length_74638_cov_15.378183_53	0.191481498890204	4.24066472524795	0.00228855941143497	4	1.35780866867178e-06	1.82069798753716e-05	1.82069798753716e-05	3.18687666666667
NODE_283400_length_826_cov_1.923476_2	0.394090645133022	8.50303186320298	1.56804144873849e-05	1	1.56804144873849e-05	0.000115643056844464	0.000115643056844464	7.54930666666667
NODE_2876286_length_211_cov_3.282051_1	-0.242303999150605	-3.73797688382555	0.00483368352737053	1	0.00483368352737053	0.00833881076359244	0.00833881076359244	-4.50981666666667
NODE_2876360_length_211_cov_2.461538_1	-0.185611445743557	-3.93903387477473	0.0035692582943828	1	0.0035692582943828	0.00662220878517563	0.00662220878517563	-3.25071
NODE_2876648_length_211_cov_2.448718_1	-0.237266694877389	-5.01717202037054	0.000774344796453998	1	0.000774344796453998	0.00193586199113499	0.00193586199113499	-4.28500333333333
NODE_2904353_length_234_cov_1.072626_1	0.104483241540268	1.76153387483019	0.112776065023813	1	0.112776065023813	0.13201959992867	0.13201959992867	1.86528
NODE_29164_length_1376_cov_4.970477_1	-0.151734426924942	-3.30584846905977	0.00943869034418864	1	0.00943869034418864	0.0143526476883281	0.0143526476883281	-2.53893
NODE_2959812_length_220_cov_2.151515_1	0.265167507356848	3.24653820717012	0.0103640509388458	1	0.0103640509388458	0.0155989542191812	0.0155989542191812	5.03398666666667
NODE_2999684_length_226_cov_1.631579_1	0.216054951843198	4.29402891792125	0.00211836364656353	1	0.00211836364656353	0.00437005087927442	0.00437005087927442	3.84107
NODE_3_length_629679_cov_503.153587_180	-0.28673085297754	-3.43568148705293	0.00770151338913475	1	0.00770151338913475	0.0120848215414614	0.0120848215414614	-4.97056
NODE_3_length_629679_cov_503.153587_84	-0.226064001965556	-4.23413397447561	0.00231037103601287	1	0.00231037103601287	0.00469970581186305	0.00469970581186305	-3.84800666666667
NODE_30_length_73332_cov_16.410333_40	0.160491868525725	2.70778779586527	0.0245770954367666	2	0.00649256672959736	0.0105236658529188	0.0105236658529188	2.70401333333333
